age,gender,travel_preferences,destination,duration,purpose,user_budget,actual_expenses,current_location_latitude,current_location_longitude,destination_latitude,destination_longitude,distance,current_cost_of_living_index,destination_cost_of_living_index,accommodation_type,accommodation_cost_per_night,transportation_mode,transportation_cost,daily_meal_expenses,average_restaurant_prices,planned_activities,weather_data,local_events
62,2,1,Punjab,26,0,50000.0,26553.75,18.082631,108.708991,23.044159,80.1508,656833,146,278,2,1000.0,1,100.0,124.3,7018.93,hiking,rainy,art exhibition
22,2,0,Arunachal Pradesh,15,0,2000.0,44486.55,15.825168,121.532286,36.018836,76.0475,450193,891,253,2,1000.0,2,5000.0,924.01,5107.23,vacation,sunny,art exhibition
71,5,1,Goa,10,0,100.0,22805.64,31.161455,2.0598182,27.164608,88.7151,594466,5,886,0,2000.0,1,500.0,319.19,4005.54,hiking,cloudy,sports event
72,5,2,Himachal Pradesh,17,0,100.0,34293.81,16.60472,108.4187029,13.79684,76.4724,1130375,191,109,2,500.0,1,1000.0,686.74,775.18,education,sunny,music festival
34,5,0,Nagaland,8,1,1000.0,22290.69,14.190836,-78.9,36.744007,74.8252,1280078,514,552,0,100.0,1,1000.0,664.57,2605.3,shopping,sunny,art exhibition
36,2,2,Haryana,29,2,10000.0,7247.79,17.933586,67.44046,31.538476,82.268,1231612,370,687,0,1000.0,2,500.0,833.0,1591.8,shopping,rainy,music festival
51,2,1,Kerala,29,1,25000.0,33931.64,32.00915,112.9827091,10.602425,73.5281,101440,441,146,0,1000.0,1,2000.0,797.78,9498.61,hiking,rainy,music festival
47,5,0,Uttar Pradesh,12,2,2000.0,41972.28,34.437863,56.2482277,27.701313,86.088,1207473,885,460,2,1000.0,1,500.0,656.9,7878.93,sightseeing,cloudy,sports event
64,5,2,Madhya Pradesh,21,1,5000.0,2175.71,22.077043,100.222545,31.911956,94.9873,1078752,815,801,2,500.0,1,100.0,747.82,8511.43,education,cloudy,music festival
64,2,0,Mizoram,18,1,10000.0,25169.79,26.074815,27.776119,29.136015,89.7186,1438032,307,920,2,1000.0,2,100.0,829.14,4025.74,shopping,sunny,music festival
19,5,2,Madhya Pradesh,4,1,15000.0,20228.33,34.82371,123.5810068,12.128591,82.4555,1276827,112,273,0,500.0,0,100.0,29.08,9483.72,education,rainy,music festival
60,2,1,Karnataka,28,1,1000.0,35100.33,34.955816,21.0143445,18.248836,85.1062,353334,949,937,2,1000.0,0,2000.0,573.06,1204.62,sightseeing,rainy,sports event
64,2,1,Gujarat,27,0,100.0,41324.36,9.543164,139.2821897,31.126188,90.9337,1094317,467,449,1,2000.0,0,1000.0,974.17,9829.57,education,cloudy,art exhibition
21,2,2,Nagaland,8,2,2000.0,20187.99,18.215271,-9.3430272,12.904068,85.5461,930027,867,890,1,1000.0,0,5000.0,174.03,65.16,sightseeing,sunny,music festival
56,5,0,Arunachal Pradesh,28,0,2000.0,44220.71,16.363998,106.8915008,30.079939,93.4371,762885,426,512,0,1000.0,1,5000.0,848.74,8923.12,education,sunny,sports event
68,2,0,Punjab,5,2,100.0,21258.54,29.603879,-5.4057358,20.498362,93.2672,175237,3,976,2,1000.0,2,5000.0,784.12,8269.57,sightseeing,rainy,music festival
81,2,2,Jharkhand,6,1,35000.0,23276.98,17.862335,-7.5572231,28.502495,83.9918,774593,935,557,0,2000.0,0,1000.0,136.8,1787.51,shopping,rainy,sports event
26,2,2,Tamil Nadu,15,2,35000.0,29073.28,19.393473,34.7518631,23.434719,83.5746,888095,694,536,0,2000.0,2,2000.0,36.23,8329.03,hiking,sunny,sports event
74,4,0,Kerala,19,0,5000.0,3206.64,33.557246,-71.936914,16.051317,94.9227,1226867,835,23,0,500.0,2,1000.0,930.56,6194.09,hiking,sunny,music festival
42,5,1,Chhattisgarh,21,1,35000.0,12234.25,25.855465,16.5231662,9.562801,73.1425,979278,988,828,0,2000.0,2,1000.0,620.25,3780.88,hiking,sunny,sports event
29,2,2,Himachal Pradesh,4,2,500.0,35544.24,24.847306,35.364922,26.384852,87.5491,811054,696,745,1,500.0,1,2000.0,383.49,4930.29,sightseeing,cloudy,sports event
46,2,2,Himachal Pradesh,6,0,500.0,12468.67,20.178309,6.5319506,22.173667,96.8695,596185,134,567,0,1000.0,2,2000.0,271.47,9517.12,hiking,cloudy,sports event
20,5,0,Assam,23,2,35000.0,46288.11,27.905908,113.240664,22.810817,90.9189,1049052,622,76,0,2000.0,2,1000.0,559.74,8661.86,hiking,sunny,art exhibition
19,2,1,Tamil Nadu,19,2,2000.0,6803.57,17.807997,110.494385,24.241995,70.1165,1248937,808,297,0,100.0,0,500.0,303.18,5499.66,hiking,rainy,music festival
67,2,1,Odisha,24,1,35000.0,8959.35,9.016928,15.1073919,18.042532,96.8484,521059,668,91,2,100.0,2,100.0,860.34,1502.33,sightseeing,cloudy,sports event
66,5,2,Kerala,3,0,50000.0,10191.44,36.524383,103.40391,32.171726,84.9628,678794,747,335,1,2000.0,2,5000.0,787.48,5945.3,vacation,rainy,art exhibition
46,5,2,Telangana,23,1,100.0,35578.24,9.857961,120.3086809,14.264094,83.6562,1408838,83,254,0,2000.0,0,5000.0,820.65,6929.99,vacation,cloudy,art exhibition
48,0,2,Punjab,24,1,1000.0,29530.4,28.627597,32.0837445,14.72801,97.0836,308826,919,258,1,1000.0,2,100.0,487.49,1914.16,sightseeing,rainy,music festival
50,5,2,Rajasthan,25,1,25000.0,14542.15,33.184128,126.3921664,35.809459,93.1759,1088815,73,605,2,2000.0,0,500.0,713.76,4730.62,sightseeing,rainy,music festival
18,5,1,Punjab,18,1,5000.0,17561.48,17.123208,23.2844139,26.6642,95.1437,1479457,365,650,1,2000.0,0,1000.0,375.52,3175.41,hiking,cloudy,music festival
60,2,2,Mizoram,18,0,25000.0,16778.68,34.634611,12.4765885,33.082816,97.2954,446569,278,522,2,1000.0,1,500.0,569.01,9418.2,sightseeing,sunny,sports event
33,2,1,Mizoram,1,1,1000.0,25026.77,25.590383,104.627636,11.320784,91.0647,777759,51,415,1,500.0,2,5000.0,240.38,3759.27,hiking,rainy,music festival
80,5,0,Punjab,9,1,1000.0,48389.9,32.566116,111.1682495,32.362847,93.9071,352180,344,738,1,1000.0,0,500.0,217.93,7785.47,hiking,rainy,music festival
51,2,1,Goa,22,1,15000.0,4265.19,19.639254,120.7806412,11.282891,79.9851,1363394,796,356,2,100.0,1,5000.0,131.61,2717.04,vacation,rainy,sports event
66,5,2,Gujarat,2,1,2000.0,41028.18,33.236627,116.083951,27.27247,88.8456,1061057,452,337,0,500.0,2,100.0,294.36,7635.16,vacation,cloudy,art exhibition
49,2,0,Bihar,6,2,35000.0,40230.98,25.510934,123.7669004,22.094893,69.805,1210305,55,730,1,100.0,1,2000.0,319.54,925.35,hiking,cloudy,sports event
57,7,1,Telangana,15,0,35000.0,38449.57,13.104907,25.15,15.183203,87.9402,17601,661,524,2,100.0,1,2000.0,959.82,3100.42,shopping,rainy,music festival
75,5,1,Madhya Pradesh,29,0,100.0,47573.19,14.317057,39.645666,36.170278,89.4768,610153,65,177,0,500.0,0,100.0,361.39,8257.6,shopping,rainy,sports event
82,5,1,Nagaland,3,2,50000.0,8766.27,8.434616,113.2193846,21.844159,84.0558,333204,887,724,1,100.0,2,500.0,614.67,1779.51,hiking,rainy,art exhibition
19,5,1,Rajasthan,13,2,5000.0,38696.3,20.294048,-91.5078771,27.834009,79.4743,1414564,995,63,1,1000.0,1,100.0,113.5,910.46,sightseeing,sunny,art exhibition
21,5,1,Goa,28,2,25000.0,29440.22,36.268115,-85.75,23.590517,72.7312,707321,260,424,1,2000.0,0,1000.0,495.91,8522.23,education,rainy,music festival
50,5,0,Madhya Pradesh,21,1,10000.0,46617.83,21.514573,168.3312156,22.290054,77.3679,189217,993,872,0,500.0,2,5000.0,722.26,5877.77,hiking,sunny,art exhibition
33,6,0,Tamil Nadu,7,0,100.0,46256.49,19.25448,-73.8563741,24.20645,91.8863,913550,639,27,1,500.0,0,2000.0,540.01,4047.37,education,rainy,art exhibition
66,2,0,Manipur,21,2,10000.0,7884.2,34.782178,-8.4531054,26.302542,72.1463,997397,432,572,1,1000.0,0,1000.0,508.37,2830.96,sightseeing,rainy,sports event
31,0,1,Manipur,13,0,25000.0,28330.29,9.169281,115.751364,18.217226,70.7867,1052806,376,148,2,1000.0,2,500.0,411.31,3123.84,shopping,cloudy,music festival
34,5,0,Bihar,8,0,50000.0,47501.54,35.11066,111.2695981,34.867485,94.4481,971242,819,959,2,100.0,0,2000.0,885.81,5641.03,education,cloudy,art exhibition
57,1,2,Kerala,15,2,50000.0,19021.8,35.25266,117.430061,34.447608,80.3682,935166,291,82,0,1000.0,1,1000.0,788.04,8673.84,sightseeing,rainy,sports event
30,2,2,Madhya Pradesh,30,2,2000.0,31900.65,17.387715,121.738421,36.568833,81.6959,782518,843,876,2,1000.0,0,5000.0,291.18,7257.46,hiking,rainy,sports event
59,2,2,Karnataka,18,2,35000.0,2416.29,19.367304,-42.1572702,36.565143,84.3091,456433,327,590,1,1000.0,1,2000.0,522.26,4456.39,hiking,cloudy,music festival
54,7,2,Maharashtra,30,0,2000.0,2704.74,33.575288,-58.5017947,24.109815,88.1531,551781,724,624,1,2000.0,0,2000.0,661.93,2199.44,sightseeing,cloudy,sports event
29,2,0,Jharkhand,17,2,10000.0,45621.04,11.321314,28.0739477,29.574763,78.7074,369918,403,428,1,500.0,1,2000.0,817.06,6661.78,shopping,sunny,music festival
80,5,1,Mizoram,29,1,10000.0,24562.6,22.087834,81.239566,23.122086,82.3223,428514,428,782,1,500.0,2,100.0,798.92,7764.41,education,rainy,sports event
74,5,2,Himachal Pradesh,19,2,35000.0,4045.52,31.118196,-157.7019881,25.890742,88.373,1432381,200,628,2,500.0,1,1000.0,333.02,5180.03,hiking,cloudy,art exhibition
18,2,1,Maharashtra,25,0,5000.0,37545.63,15.302185,127.4872135,13.129595,93.4076,492548,727,91,2,500.0,2,100.0,492.92,5895.66,hiking,sunny,sports event
58,2,1,Telangana,18,1,35000.0,5803.24,20.268347,-51.1695824,36.571862,76.4234,52906,932,561,1,500.0,0,100.0,940.21,5717.9,hiking,rainy,sports event
55,5,2,Telangana,30,1,15000.0,40535.58,15.705374,107.6200524,11.619547,92.8908,1043505,170,374,1,500.0,1,100.0,436.66,9356.07,shopping,cloudy,music festival
36,5,1,Gujarat,17,1,25000.0,37698.01,31.929517,12.5720689,19.912342,74.5487,447490,916,474,2,100.0,0,1000.0,570.29,5557.25,education,rainy,art exhibition
26,5,1,Gujarat,4,2,35000.0,7175.49,21.703107,112.851831,8.937047,75.3361,1261652,351,788,2,500.0,0,2000.0,46.75,8870.65,shopping,sunny,music festival
61,2,0,Mizoram,20,2,50000.0,20767.2,27.047483,120.765351,30.878024,75.3615,1049350,256,294,1,100.0,1,5000.0,572.27,414.33,shopping,sunny,music festival
37,5,0,Manipur,5,2,500.0,36843.49,30.421739,113.12873,30.865783,91.8087,1170414,862,1,1,2000.0,1,5000.0,169.48,4791.81,sightseeing,rainy,music festival
58,2,2,Manipur,20,2,50000.0,17762.99,32.602357,12.8778526,27.217123,72.5181,910961,41,336,2,2000.0,2,2000.0,459.64,2963.82,hiking,cloudy,sports event
48,5,0,Kerala,23,0,50000.0,9993.59,11.143968,81.7131828,34.176069,96.7476,1180711,152,335,1,500.0,0,500.0,454.31,1894.75,shopping,sunny,sports event
37,2,0,Chhattisgarh,19,0,100.0,17612.29,20.396998,33.0817144,9.477118,76.134,1117625,651,372,2,100.0,2,500.0,629.48,2745.13,hiking,cloudy,sports event
82,2,1,Punjab,5,1,1000.0,35398.46,17.489749,17.9981495,35.185786,76.6198,1369189,754,886,2,2000.0,1,5000.0,925.06,1770.75,sightseeing,cloudy,music festival
33,5,2,Andhra Pradesh,18,2,15000.0,41587.92,18.813963,-67.329117,25.15136,74.9902,823734,191,327,2,2000.0,2,500.0,353.74,7585.07,hiking,cloudy,sports event
22,5,1,Karnataka,14,0,50000.0,4459.74,23.470868,94.571633,26.596696,72.8598,971153,959,443,2,100.0,2,500.0,687.71,4652.73,hiking,sunny,music festival
21,2,2,Odisha,19,2,35000.0,31302.77,21.839112,-7.7452871,8.061233,69.3222,697318,925,720,2,1000.0,0,500.0,981.59,65.51,education,rainy,art exhibition
18,2,2,Kerala,14,1,100.0,5145.95,34.319758,106.9235943,17.980472,93.6442,873409,599,802,1,1000.0,1,2000.0,561.89,475.26,sightseeing,rainy,art exhibition
56,5,1,Madhya Pradesh,5,2,35000.0,14482.87,19.024048,-11.951925,35.75119,91.424,1381372,662,70,2,1000.0,0,100.0,956.51,7524.11,education,cloudy,art exhibition
79,5,0,Bihar,10,2,100.0,29111.0,20.304084,92.2039933,33.992256,72.0011,489002,386,611,0,1000.0,1,1000.0,118.77,5840.98,shopping,sunny,sports event
84,5,1,Meghalaya,10,0,500.0,30520.86,36.686075,118.803753,10.517704,71.8722,455514,359,562,1,1000.0,0,5000.0,745.15,1867.42,education,rainy,art exhibition
44,2,1,Maharashtra,17,2,1000.0,23232.89,21.600666,9.9637931,8.433966,84.0395,1104664,230,154,1,500.0,0,5000.0,946.3,5810.44,shopping,sunny,sports event
19,5,2,Andhra Pradesh,6,1,35000.0,49641.97,26.389834,47.9897691,13.714575,73.4957,1345812,744,596,1,2000.0,0,100.0,4.2,9655.33,hiking,rainy,sports event
69,2,0,Kerala,20,1,100.0,18348.74,32.571044,126.9568209,24.347288,91.8124,922188,250,476,2,2000.0,0,500.0,963.67,5028.06,vacation,rainy,art exhibition
84,5,1,Telangana,17,1,100.0,43523.07,17.32189,17.3316667,31.096596,93.7824,707174,701,336,0,500.0,0,100.0,350.9,2677.31,shopping,rainy,music festival
18,6,1,Uttar Pradesh,25,1,10000.0,4062.71,15.558891,121.0589081,18.832432,69.7605,1229202,163,96,0,500.0,0,100.0,700.42,1722.61,shopping,rainy,music festival
48,5,0,Madhya Pradesh,19,2,5000.0,17517.98,35.928043,68.6593883,34.898874,86.083,911719,3,432,0,2000.0,1,1000.0,268.04,1597.12,education,cloudy,sports event
23,2,1,Mizoram,4,0,10000.0,27923.56,31.941889,32.5004914,25.139406,95.698,762874,449,356,2,500.0,0,100.0,728.6,976.41,sightseeing,rainy,sports event
73,5,2,Arunachal Pradesh,29,2,50000.0,30475.06,21.636759,120.5160702,18.981863,69.5642,1163183,88,878,2,100.0,0,5000.0,572.85,8227.83,shopping,sunny,music festival
83,2,0,Tamil Nadu,27,0,2000.0,2028.59,33.561432,15.9193188,11.068903,85.0844,1368083,188,845,2,1000.0,0,1000.0,283.14,8710.68,shopping,cloudy,art exhibition
28,5,1,Assam,18,2,35000.0,24643.19,36.210619,20.6832469,25.964003,96.415,822317,919,651,1,1000.0,1,100.0,152.53,4571.93,sightseeing,cloudy,sports event
77,2,0,Haryana,7,2,50000.0,11188.45,16.254164,116.451187,24.978452,88.3464,1077978,470,934,1,2000.0,2,500.0,922.39,8758.33,vacation,sunny,art exhibition
34,5,0,Tamil Nadu,20,1,100.0,48136.75,32.008742,7.6710889,25.718852,95.8895,576009,518,315,2,500.0,2,1000.0,12.77,5726.04,vacation,cloudy,art exhibition
27,5,1,Maharashtra,14,0,1000.0,46442.57,28.085273,100.330856,13.956409,71.5112,1006987,442,556,1,100.0,2,2000.0,468.08,8524.97,shopping,rainy,music festival
34,2,0,Manipur,19,0,35000.0,34900.23,29.030335,45.6316463,23.175073,94.7056,475796,165,144,2,1000.0,2,1000.0,245.37,7251.64,education,sunny,art exhibition
68,5,2,Assam,27,1,10000.0,14650.92,35.348277,106.2522143,8.43668,74.5637,1133837,486,981,2,2000.0,2,1000.0,370.15,2440.41,shopping,sunny,sports event
81,5,1,Bihar,20,2,10000.0,14028.75,10.795451,2.2558072,31.128133,80.0933,681313,835,549,2,500.0,0,100.0,761.36,6845.85,sightseeing,cloudy,art exhibition
63,5,0,Rajasthan,21,2,5000.0,10991.96,31.950788,120.764679,24.022278,81.0613,1380774,124,954,1,500.0,1,500.0,52.56,390.21,sightseeing,cloudy,music festival
55,5,2,Uttar Pradesh,11,2,50000.0,31478.51,35.774898,120.5989577,18.354758,78.5629,132358,946,503,0,100.0,1,1000.0,384.18,398.59,shopping,rainy,art exhibition
39,2,0,Andhra Pradesh,25,2,50000.0,33062.25,14.196196,103.929926,10.849506,76.7398,90920,109,97,2,1000.0,1,100.0,323.07,9856.37,sightseeing,rainy,music festival
46,2,0,Kerala,11,0,5000.0,5319.18,11.014552,1.032621,24.550619,79.8083,843154,308,934,2,500.0,2,100.0,792.56,2234.63,sightseeing,cloudy,music festival
42,5,2,Tamil Nadu,12,2,1000.0,31246.15,22.324098,15.8099824,11.48203,78.9919,964234,946,22,0,1000.0,2,5000.0,336.93,6249.23,sightseeing,sunny,sports event
81,2,1,Assam,9,0,15000.0,44363.93,8.316046,132.8288963,32.658762,70.6772,470111,972,814,2,2000.0,2,100.0,537.89,9855.85,sightseeing,cloudy,art exhibition
76,2,1,Madhya Pradesh,5,1,100.0,46852.71,21.939294,120.8889291,16.457185,78.534,235046,71,80,2,1000.0,1,5000.0,457.02,4683.08,sightseeing,cloudy,music festival
69,2,2,Nagaland,22,0,5000.0,44871.05,34.790049,107.0716609,10.206614,80.0659,988309,125,822,2,500.0,2,500.0,308.45,6898.49,shopping,cloudy,art exhibition
19,2,0,Maharashtra,27,0,10000.0,4715.3,11.687549,-41.6809724,22.836688,77.7409,83270,437,484,1,100.0,0,5000.0,490.48,8085.5,vacation,rainy,sports event
69,5,2,Sikkim,19,2,100.0,35706.69,26.178763,-64.2145666,9.706862,91.6233,1278750,935,470,0,100.0,0,100.0,887.48,6196.23,shopping,cloudy,sports event
48,5,2,Jharkhand,29,2,2000.0,47531.3,18.869223,22.9223719,27.537826,70.5527,724099,306,949,2,100.0,1,2000.0,308.63,7314.94,shopping,cloudy,sports event
24,5,2,Kerala,10,2,10000.0,47741.08,29.132259,112.132488,31.61654,77.89,1491250,104,762,2,2000.0,1,100.0,998.0,9828.13,hiking,sunny,art exhibition
64,2,2,Kerala,6,2,25000.0,13812.49,33.818088,117.3616476,30.0207,73.6776,871595,520,783,0,100.0,0,100.0,151.56,7.24,vacation,rainy,art exhibition
55,2,1,Kerala,8,1,100.0,20962.96,28.440836,103.0010752,13.776005,95.1997,33739,439,954,2,500.0,1,2000.0,312.4,3910.7,hiking,sunny,sports event
62,5,2,Meghalaya,29,1,1000.0,10620.28,21.13127,115.2199829,8.692904,87.1107,620821,264,386,1,2000.0,2,100.0,816.05,2424.48,shopping,rainy,sports event
36,2,2,Arunachal Pradesh,19,1,10000.0,8209.14,22.593266,-62.6480207,34.434072,73.7394,1220982,59,114,0,2000.0,2,2000.0,104.32,4512.41,vacation,sunny,music festival
48,0,2,Chhattisgarh,20,1,35000.0,38184.5,30.517705,112.4678779,28.863422,87.3776,1184296,414,580,1,100.0,1,5000.0,294.72,9763.84,sightseeing,cloudy,music festival
75,5,0,Meghalaya,26,2,25000.0,8054.67,8.487413,-54.9322782,28.369414,96.0457,1312733,5,696,1,500.0,0,1000.0,824.06,8464.17,shopping,cloudy,art exhibition
78,2,0,Bihar,21,1,35000.0,29629.3,16.27178,110.6168921,20.782489,75.2637,1049410,683,342,0,500.0,2,500.0,936.38,2119.57,hiking,sunny,music festival
67,5,1,Gujarat,5,0,500.0,19021.94,21.353463,112.232692,19.587982,97.3591,1474527,347,544,0,500.0,1,1000.0,588.12,9996.35,hiking,cloudy,art exhibition
27,2,1,Gujarat,16,2,10000.0,30622.3,35.804029,34.0641419,22.68428,81.4478,380335,787,986,2,100.0,1,2000.0,982.43,3223.99,shopping,sunny,art exhibition
31,7,2,Goa,6,1,2000.0,37510.06,20.179713,99.8991604,30.350245,69.2151,1221571,32,898,2,1000.0,2,5000.0,504.63,5332.26,vacation,cloudy,sports event
32,2,1,Chhattisgarh,13,0,5000.0,34890.04,21.22278,112.4716488,26.863614,79.6557,730370,168,636,1,2000.0,1,5000.0,130.39,5129.37,vacation,sunny,sports event
52,5,0,Uttar Pradesh,13,2,35000.0,29403.92,34.93088,108.6353764,36.700969,72.9488,1167940,760,963,1,1000.0,1,500.0,62.32,5073.67,shopping,sunny,music festival
37,2,2,Haryana,24,2,50000.0,49061.48,30.64599,119.9306863,11.788929,71.9733,530463,996,372,1,500.0,2,1000.0,192.24,9493.13,vacation,sunny,art exhibition
55,5,2,Assam,30,1,35000.0,1212.97,11.76172,118.6702302,12.710439,79.6788,649314,566,907,2,2000.0,2,500.0,235.5,3148.38,vacation,sunny,art exhibition
23,2,2,Punjab,20,2,500.0,365.47,31.134859,124.4319309,9.950901,78.6423,607233,89,464,1,100.0,0,5000.0,986.48,8990.19,sightseeing,rainy,music festival
40,2,0,Karnataka,4,1,100.0,7779.63,8.743702,54.8763087,30.739363,83.0023,420462,398,212,1,2000.0,1,1000.0,795.79,6815.13,sightseeing,sunny,art exhibition
18,2,0,Gujarat,27,2,2000.0,39566.68,8.295343,23.5966577,28.140419,95.0433,993634,888,639,1,1000.0,0,100.0,419.49,9720.31,sightseeing,sunny,music festival
65,5,0,Haryana,26,1,2000.0,30055.91,26.992699,121.4494622,27.249782,71.3363,576521,658,366,0,1000.0,2,5000.0,432.44,4778.34,sightseeing,rainy,music festival
81,7,2,Meghalaya,30,1,5000.0,437.85,26.19904,111.467674,22.065582,82.7584,1083480,585,640,0,100.0,0,500.0,901.08,2827.68,sightseeing,cloudy,sports event
60,2,2,Sikkim,2,0,5000.0,44516.89,17.83743,-7.8210803,32.311783,72.6165,226090,10,345,0,500.0,1,100.0,856.86,7316.02,hiking,cloudy,art exhibition
63,2,1,Haryana,30,0,50000.0,35650.24,31.549074,23.7282719,36.413825,86.1392,523911,982,299,2,2000.0,2,2000.0,754.17,7300.41,hiking,rainy,art exhibition
69,5,1,Bihar,8,2,500.0,33368.61,12.44567,17.2093329,14.490579,83.9923,863794,9,376,0,500.0,0,2000.0,452.65,8416.22,sightseeing,rainy,sports event
33,5,0,Gujarat,1,2,2000.0,41116.04,27.735422,42.5044843,34.337069,73.1871,609067,579,524,2,100.0,1,100.0,610.13,4789.02,sightseeing,cloudy,music festival
33,5,0,Sikkim,16,2,15000.0,39779.74,31.222321,123.2854675,28.141211,72.5593,262798,962,746,2,2000.0,1,2000.0,875.31,3037.13,sightseeing,sunny,sports event
39,5,2,Meghalaya,30,1,10000.0,49277.33,33.533386,-69.8932436,10.884543,75.1017,1145168,400,950,2,500.0,2,500.0,816.56,9096.98,sightseeing,rainy,art exhibition
61,2,0,Uttar Pradesh,19,0,50000.0,35269.28,35.384411,137.0128051,25.89232,96.2374,519890,652,357,2,500.0,1,500.0,962.33,3455.91,education,cloudy,sports event
22,5,0,Andhra Pradesh,24,2,5000.0,38876.36,30.515217,-9.0774591,32.377466,93.7286,624361,547,897,1,2000.0,0,5000.0,437.25,6639.49,sightseeing,cloudy,music festival
56,4,0,Assam,1,1,10000.0,32107.43,16.518625,140.3438019,13.072573,95.3556,1052779,490,655,0,2000.0,2,2000.0,720.9,5503.43,hiking,sunny,music festival
27,1,2,Himachal Pradesh,20,0,50000.0,23522.64,15.60434,113.875245,33.731062,97.2939,530948,344,709,2,1000.0,2,5000.0,444.2,7245.74,education,sunny,art exhibition
59,0,2,Madhya Pradesh,8,1,1000.0,404.58,16.751367,117.393358,17.697933,83.3815,977586,903,298,0,1000.0,0,1000.0,604.01,953.81,vacation,cloudy,art exhibition
83,2,0,Haryana,27,1,35000.0,21869.02,19.187306,-52.6711356,34.054706,88.2426,43464,901,385,1,1000.0,0,100.0,780.61,9694.21,vacation,cloudy,sports event
22,2,2,Meghalaya,21,1,1000.0,44754.65,26.859817,20.2030313,16.589294,69.5838,1318576,695,441,0,1000.0,0,5000.0,548.72,9050.63,education,rainy,music festival
56,2,2,Madhya Pradesh,23,0,5000.0,11078.95,29.034823,20.2599325,34.147318,87.2229,1165946,77,786,1,2000.0,1,500.0,312.28,9641.89,education,cloudy,sports event
82,2,1,Karnataka,22,0,35000.0,23434.04,27.466208,45.4045219,11.64631,91.3978,156117,626,890,2,500.0,2,2000.0,205.1,5950.04,shopping,rainy,music festival
61,2,0,Manipur,15,0,15000.0,18544.14,8.668606,121.362315,9.385981,73.1258,1461865,783,207,2,2000.0,2,100.0,616.16,4557.77,education,rainy,art exhibition
71,5,0,Sikkim,7,1,10000.0,26977.44,18.287591,-46.4970116,29.328986,82.1059,1007375,211,887,2,100.0,2,1000.0,903.92,9315.1,education,cloudy,sports event
72,1,1,Chhattisgarh,22,0,35000.0,29643.69,15.626141,-9.3854336,12.658913,71.6853,739664,344,245,0,500.0,0,2000.0,690.5,1963.25,hiking,rainy,art exhibition
70,5,2,Odisha,21,1,1000.0,7134.19,27.095397,-81.8115051,32.809461,96.9024,191646,979,984,1,100.0,0,1000.0,597.0,3072.52,education,cloudy,sports event
37,5,2,Meghalaya,4,2,2000.0,38746.73,15.975385,124.302017,20.704574,92.2174,917469,355,296,2,100.0,2,100.0,759.81,7882.43,sightseeing,rainy,music festival
74,5,2,Maharashtra,5,0,35000.0,3399.44,36.814791,121.261886,31.9859,80.4284,454212,311,723,1,100.0,0,1000.0,836.87,9487.9,education,rainy,music festival
44,2,2,Mizoram,2,1,1000.0,16579.73,24.098772,22.38333,9.342002,85.817,985789,689,814,2,1000.0,1,100.0,807.72,4374.42,education,rainy,music festival
35,2,1,Madhya Pradesh,5,1,10000.0,47982.24,11.05464,8.9354031,9.529211,83.8202,905494,17,394,0,1000.0,0,500.0,129.17,194.67,vacation,rainy,sports event
67,2,1,Himachal Pradesh,25,2,25000.0,26133.37,32.922669,120.7293,21.428969,77.4492,330061,33,840,2,2000.0,0,2000.0,734.01,840.92,education,rainy,sports event
50,2,1,Assam,9,2,500.0,49214.21,24.530814,-84.5050878,19.759442,90.2876,314343,972,147,1,500.0,0,5000.0,385.24,8796.43,sightseeing,rainy,sports event
84,5,2,Maharashtra,10,1,5000.0,17144.97,22.032835,99.1677572,32.454479,89.0055,988220,649,491,1,2000.0,2,500.0,869.78,2606.04,vacation,sunny,art exhibition
71,1,2,Goa,1,0,25000.0,39355.96,33.117738,15.4900234,11.864913,91.6113,81820,508,934,0,100.0,2,500.0,198.03,8009.36,vacation,cloudy,sports event
19,2,0,Mizoram,27,2,15000.0,16935.47,29.398388,-54.2673083,18.845592,71.44,52486,78,591,1,1000.0,1,5000.0,98.31,5040.47,education,sunny,music festival
75,2,1,Bihar,21,0,100.0,48457.38,29.570446,33.366867,30.758664,75.7194,1018048,740,74,0,500.0,0,5000.0,242.63,254.89,sightseeing,sunny,art exhibition
51,0,1,Goa,1,0,35000.0,38788.6,23.029294,2.16667,31.832458,80.2135,625394,622,295,2,100.0,1,100.0,43.3,2216.57,vacation,sunny,music festival
32,2,0,Himachal Pradesh,17,2,5000.0,805.95,13.277505,118.627894,14.260844,88.5203,1270088,10,277,1,2000.0,1,2000.0,42.55,89.21,education,rainy,music festival
60,2,1,Assam,7,0,35000.0,12780.25,32.044404,5.2893597,11.551083,72.9802,588771,914,57,2,500.0,2,100.0,148.47,434.76,shopping,rainy,art exhibition
52,2,0,Chhattisgarh,16,0,2000.0,38089.25,14.065101,-77.3882908,26.737594,69.7659,829821,492,289,0,1000.0,2,500.0,206.43,8029.25,hiking,cloudy,sports event
44,6,0,Telangana,20,1,500.0,39697.08,14.681266,130.785523,36.780297,75.4486,40681,748,430,2,2000.0,2,500.0,916.87,2188.63,education,cloudy,art exhibition
70,2,2,Telangana,17,2,15000.0,39375.2,28.282654,8.4760154,24.753,82.7233,1065351,372,641,2,100.0,1,500.0,822.92,9988.02,education,cloudy,music festival
78,5,0,Madhya Pradesh,21,1,25000.0,36211.63,30.166755,59.0072317,19.84165,73.393,450923,617,201,2,500.0,2,500.0,517.83,2749.38,education,cloudy,music festival
